Barcode	Peptide	LFC	totalMeanLFC
710144413	ACM5_494_506	-0.6272866058012152	-0.06193823902456996
710144413	ACM5_498_510	-0.41057785108814393	-0.04834353763309984
710144413	ADDB_706_718	-0.049187549627532245	-0.0843845826901024
710144413	ADRB2_338_350	-0.23214560054809752	0.021869790234453124
710144413	ANDR_785_797	-0.7628174720109508	-0.427377215072289
710144413	ANXA1_209_221	0.09773680169579668	0.12548556315755888
710144413	BAD_112_124	-0.2577294302498032	-0.044094634923529163
710144413	BAD_69_81	-0.3291235962915664	-0.008024253979088458
710144413	BAD_93_105	-0.5910370151308411	-0.2523517023833788
710144413	CAC1C_1974_1986	-0.05247701122913462	0.16305252461988395
710144413	CDN1A_139_151	-0.2034085700804784	-0.3063762503652221
710144413	CENPA_1_14	-0.45958115945535116	-0.08809383299348905
710144413	CFTR_730_742	0.017337767419738803	0.15810021481042025
710144413	CFTR_761_773	0.3015137962472476	0.24576510781451422
710144413	CGHB_109_121	-0.15944051570852613	-0.07767097374745258
710144413	CREB1_126_138	-0.18782467325087548	0.01530893093248853
710144413	CSF1R_701_713	-0.08562461459542003	0.10698480791246068
710144413	DESP_2842_2854	-0.13849318887786044	0.07825465379574581
710144413	E1A_ADE05_212_224	0.2035884556289771	0.13744887744111223
710144413	EPB42_241_253	-0.20958395083452874	-0.04380949082109176
710144413	ERBB2_679_691	-0.2995602818589078	0.08828689575079851
710144413	ESR1_160_172	-0.41494588505173624	-0.14118072431892248
710144413	F263_454_466	0.17161496368702522	0.22291178242635024
710144413	FOXO3_25_37	-1.209105803642907	-0.5364427655351038
710144413	FRAP_2443_2455	0.11107936298212628	0.33746811534581544
710144413	GBRB2_427_439	-0.21477407503248802	-0.1518395253069147
710144413	GPR6_349_361	0.10092890885078099	0.3456832698190442
710144413	GPSM2_394_406	0.07973083483521304	0.3436522708683736
710144413	GRIK2_708_720	-0.19193015714240858	-0.09262829739411149
710144413	GYS2_1_13	-0.7476507508474439	-0.2715778387327794
710144413	K6PL_766_778	-0.2099230693742311	-0.04132452494622929
710144413	KAP2_92_104	-0.2657372555209001	-0.1108332387375599
710144413	KAP3_107_119	-0.10221904493330758	0.017395370772534502
710144413	KCC2G_278_289	-0.3615733583284566	-0.17386598687655264
710144413	KCNA1_438_450	0.03719861795424961	0.18648281015333823
710144413	KCNA2_442_454	0.05183893151961794	0.1282771890709522
710144413	KCNA3_461_473	0.1939418825608481	0.15549065187553368
710144413	KCNA6_504_516	-0.0471292879574392	0.07112050774271772
710144413	KIF2C_105_118_S106G	0.03353863045300631	0.10403570650543115
710144413	KPB1_1011_1023	0.08294325327154439	0.25498243486188565
710144413	KPCB_19_31_A25S	-0.6785193217826495	0.0192733574729258
710144413	KS6A1_374_386	0.042310804857964346	0.11220223981598476
710144413	LIPS_944_956	0.11250535940121154	0.12914357993152903
710144413	MPIP1_172_184	-0.07327464495243508	0.07518532984704684
710144413	MYPC3_268_280	0.052330354426320724	0.1845078065906378
710144413	NCF1_296_308	-0.18558191907582255	0.058695132810008044
710144413	NCF1_321_333	0.21548956108176043	0.23326688278162333
710144413	NFKB1_330_342	-0.2950923469132132	0.014504674196868628
710144413	NMDZ1_890_902	-0.27356226187425037	0.09303904755199355
710144413	NOS3_1171_1183	-0.10015658814663642	0.018301830740134584
710144413	P53_12_24	-0.7912669785699178	-0.4459496708382047
710144413	PLEK_106_118	-0.37559675968094774	-0.07165293863913091
710144413	PLM_76_88	0.15816769141206022	0.20625992707302632
710144413	PP2AB_297_309	-0.8744691179161408	-0.4273664499274392
710144413	PPR1A_28_40	-0.49489080696805843	-0.21825803130008392
710144413	PRKDC_2618_2630	-1.096808460941261	-0.5286400483773115
710144413	PTK6_436_448	-0.12928301694496636	0.06411719196063048
710144413	PTN12_32_44	-0.24678071868029683	0.005106986155680282
710144413	RAF1_253_265	-0.17195268278929499	0.05530058688196138
710144413	RAP1B_172_184	-0.3189908118078093	-0.04697683460789914
710144413	RB_242_254	-0.3274032249535135	0.03871925360972095
710144413	REL_260_272	-0.0519634216214504	0.08936750104632685
710144413	RS6_228_240	-0.1927694142622327	-0.09707720080392646
710144413	RYR1_4317_4329	-0.1302466767502759	-0.10279471252103889
710144413	SCN7A_898_910	-0.06149487236634954	0.12794519900081625
710144413	STK6_283_295	-0.31809768668760885	-0.02929979064526478
710144413	STMN2_90_102	-0.03549868122138644	0.08946581784843222
710144413	TOP2A_1463_1475	-0.2477815098144509	-0.03414089086551053
710144413	TY3H_65_77	-0.18778264210368434	0.009184188803054383
710144413	VASP_150_162	0.11887077094959952	0.20490460972878655
710144413	VASP_271_283	-0.18673788731464036	-0.033921269113822206
710144413	VTNC_390_402	0.04522660353671082	0.17044268731726175
710144414	ACM5_494_506	0.5034101277520753	-0.06193823902456996
710144414	ACM5_498_510	0.31389077582194425	-0.04834353763309984
710144414	ADDB_706_718	-0.11958161575267257	-0.0843845826901024
710144414	ADRB2_338_350	0.27588518101700377	0.021869790234453124
710144414	ANDR_785_797	-0.09193695813362712	-0.427377215072289
710144414	ANXA1_209_221	0.15323432461932107	0.12548556315755888
710144414	BAD_112_124	0.1695401604027449	-0.044094634923529163
710144414	BAD_69_81	0.3130750883333895	-0.008024253979088458
710144414	BAD_93_105	0.08633361036408349	-0.2523517023833788
710144414	CAC1C_1974_1986	0.3785820604689025	0.16305252461988395
710144414	CDN1A_139_151	-0.40934393064996577	-0.3063762503652221
710144414	CENPA_1_14	0.28339349346837306	-0.08809383299348905
710144414	CFTR_730_742	0.2988626622011017	0.15810021481042025
710144414	CFTR_761_773	0.19001641938178082	0.24576510781451422
710144414	CGHB_109_121	0.004098568213620979	-0.07767097374745258
710144414	CREB1_126_138	0.21844253511585254	0.01530893093248853
710144414	CSF1R_701_713	0.2995942304203414	0.10698480791246068
710144414	DESP_2842_2854	0.29500249646935206	0.07825465379574581
710144414	E1A_ADE05_212_224	0.07130929925324736	0.13744887744111223
710144414	EPB42_241_253	0.12196496919234523	-0.04380949082109176
710144414	ERBB2_679_691	0.47613407336050484	0.08828689575079851
710144414	ESR1_160_172	0.13258443641389128	-0.14118072431892248
710144414	F263_454_466	0.27420860116567525	0.22291178242635024
710144414	FOXO3_25_37	0.1362202725726993	-0.5364427655351038
710144414	FRAP_2443_2455	0.5638568677095046	0.33746811534581544
710144414	GBRB2_427_439	-0.08890497558134136	-0.1518395253069147
710144414	GPR6_349_361	0.5904376307873074	0.3456832698190442
710144414	GPSM2_394_406	0.6075737069015341	0.3436522708683736
710144414	GRIK2_708_720	0.0066735623541855915	-0.09262829739411149
710144414	GYS2_1_13	0.2044950733818851	-0.2715778387327794
710144414	K6PL_766_778	0.12727401948177253	-0.04132452494622929
710144414	KAP2_92_104	0.0440707780457803	-0.1108332387375599
710144414	KAP3_107_119	0.13700978647837658	0.017395370772534502
710144414	KCC2G_278_289	0.013841384575351334	-0.17386598687655264
710144414	KCNA1_438_450	0.33576700235242685	0.18648281015333823
710144414	KCNA2_442_454	0.20471544662228647	0.1282771890709522
710144414	KCNA3_461_473	0.11703942119021926	0.15549065187553368
710144414	KCNA6_504_516	0.18937030344287464	0.07112050774271772
710144414	KIF2C_105_118_S106G	0.17453278255785598	0.10403570650543115
710144414	KPB1_1011_1023	0.4270216164522269	0.25498243486188565
710144414	KPCB_19_31_A25S	0.7170660367285011	0.0192733574729258
710144414	KS6A1_374_386	0.18209367477400518	0.11220223981598476
710144414	LIPS_944_956	0.14578180046184652	0.12914357993152903
710144414	MPIP1_172_184	0.22364530464652876	0.07518532984704684
710144414	MYPC3_268_280	0.3166852587549549	0.1845078065906378
710144414	NCF1_296_308	0.30297218469583864	0.058695132810008044
710144414	NCF1_321_333	0.25104420448148623	0.23326688278162333
710144414	NFKB1_330_342	0.32410169530695043	0.014504674196868628
710144414	NMDZ1_890_902	0.45964035697823746	0.09303904755199355
710144414	NOS3_1171_1183	0.13676024962690558	0.018301830740134584
710144414	P53_12_24	-0.1006323631064916	-0.4459496708382047
710144414	PLEK_106_118	0.23229088240268592	-0.07165293863913091
710144414	PLM_76_88	0.2543521627339924	0.20625992707302632
710144414	PP2AB_297_309	0.019736218061262356	-0.4273664499274392
710144414	PPR1A_28_40	0.058374744367890585	-0.21825803130008392
710144414	PRKDC_2618_2630	0.039528364186637965	-0.5286400483773115
710144414	PTK6_436_448	0.2575174008662273	0.06411719196063048
710144414	PTN12_32_44	0.2569946909916574	0.005106986155680282
710144414	RAF1_253_265	0.28255385655321774	0.05530058688196138
710144414	RAP1B_172_184	0.22503714259201102	-0.04697683460789914
710144414	RB_242_254	0.4048417321729554	0.03871925360972095
710144414	REL_260_272	0.2306984237141041	0.08936750104632685
710144414	RS6_228_240	-0.0013849873456202033	-0.09707720080392646
710144414	RYR1_4317_4329	-0.07534274829180188	-0.10279471252103889
710144414	SCN7A_898_910	0.31738527036798203	0.12794519900081625
710144414	STK6_283_295	0.2594981053970793	-0.02929979064526478
710144414	STMN2_90_102	0.21443031691825087	0.08946581784843222
710144414	TOP2A_1463_1475	0.17949972808342984	-0.03414089086551053
710144414	TY3H_65_77	0.2061510197097931	0.009184188803054383
710144414	VASP_150_162	0.29093844850797357	0.20490460972878655
710144414	VASP_271_283	0.11889534908699595	-0.033921269113822206
710144414	VTNC_390_402	0.2956587710978127	0.17044268731726175
