Kinase,Score,dataset,rank,quartile
IKK[beta],1.92081875395238,R1C1P1,1,1
ERK1,1.30102999566398,R1C1P1,2,1
ARAF,1.2839966563652,R1C1P1,3,1
BRAF,1.2839966563652,R1C1P1,4,1
RSK1/p90RSK,1.18045606445813,R1C1P1,5,1
PKD1,1.13076828026902,R1C1P1,6,1
PAK1,1.07572071393812,R1C1P1,7,1
RSK3,1.06550154875643,R1C1P1,8,1
AlphaK1,1.0268721464003,R1C1P1,9,1
p38[beta],1.02520742433667,R1C1P1,10,1
CDKL2,1.01772876696043,R1C1P1,11,1
p38[delta],0.96657624451305,R1C1P1,12,1
RAF1,0.96657624451305,R1C1P1,13,1
p38[gamma],0.928117992693875,R1C1P1,14,1
ERK2,0.913640169325252,R1C1P1,15,1
CK2[alpha]1,0.87942606879415,R1C1P1,16,1
ERK5,0.866461091629782,R1C1P1,17,1
PKG1,0.835647144215563,R1C1P1,18,1
ANP[alpha],0.790484985457369,R1C1P1,19,1
PFTAIRE1,0.785188448708657,R1C1P1,20,1
PFTAIRE2,0.764471553092451,R1C1P1,21,1
HGK/ZC1,0.75448733218585,R1C1P1,22,1
AurA/Aur2,0.749579997691106,R1C1P1,23,1
CDK2,0.72584215073632,R1C1P1,24,1
PKG2,0.707743928643524,R1C1P1,25,1
PKC[delta],0.681936665037238,R1C1P1,26,1
IKK[epsilon],0.673664139071249,R1C1P1,27,2
RSKL2,0.663544877622232,R1C1P1,28,2
MAPKAPK3,0.6345120151091,R1C1P1,29,2
PKN1/PRK1,0.616184634019569,R1C1P1,30,2
PRKY,0.59516628338006194,R1C1P1,31,2
PKC[theta],0.59516628338006194,R1C1P1,32,2
CDKL5,0.586962598649587,R1C1P1,33,2
TBK1,0.585026652029182,R1C1P1,34,2
JNK1,0.525783735923745,R1C1P1,35,2
MSK2,0.522878745280338,R1C1P1,36,2
RSK2,0.522878745280338,R1C1P1,37,2
JNK3,0.522878745280338,R1C1P1,38,2
ICK,0.522878745280338,R1C1P1,39,2
PKC[iota],0.51427857351842,R1C1P1,40,2
DAPK3,0.500312917381596,R1C1P1,41,2
ROCK1,0.500312917381596,R1C1P1,42,2
Akt2/PKB[beta],0.492144128304169,R1C1P1,43,2
MAPK14,0.478861916295964,R1C1P1,44,2
CDK11,0.455931955649724,R1C1P1,45,2
CaMK2[alpha],0.441291429466834,R1C1P1,46,2
JNK2,0.436518914605589,R1C1P1,47,2
CK1[delta],0.413412695328245,R1C1P1,48,2
CDK7,0.408935392973501,R1C1P1,49,2
CDK6,0.39577394691553,R1C1P1,50,2
PDHK1,0.368556230986828,R1C1P1,51,2
p70S6K[beta],0.356547323513813,R1C1P1,52,2
RSKL1,0.326987902625895,R1C1P1,53,3
ROCK2,0.324256454775144,R1C1P1,54,3
ADCK3,0.309803919971486,R1C1P1,55,3
p70S6K,0.302770657240282,R1C1P1,56,3
CaMK4,0.299296282854981,R1C1P1,57,3
Pim2,0.289036881004724,R1C1P1,58,3
CDK10,0.283996656365201,R1C1P1,59,3
GSK3[alpha],0.275724130399211,R1C1P1,60,3
PRKX,0.258060922270801,R1C1P1,61,3
NuaK1,0.248895723976347,R1C1P1,62,3
PDK1,0.245651664288981,R1C1P1,63,3
SGK1,0.241088107602027,R1C1P1,64,3
GSK3[beta],0.235077015350112,R1C1P1,65,3
ATR,0.230622673923862,R1C1P1,66,3
PKC[eta],0.224753740259764,R1C1P1,67,3
CDK4,0.217527375833714,R1C1P1,68,3
Akt1/PKB[alpha],0.211831628858832,R1C1P1,69,3
MSK1,0.20342566678957,R1C1P1,70,3
ERK7,0.20342566678957,R1C1P1,71,3
DAPK2,0.200659450546418,R1C1P1,72,3
CDC2/CDK1,0.199282921717615,R1C1P1,73,3
CK1[epsilon],0.197910742118267,R1C1P1,74,3
PKC[epsilon],0.188424994129407,R1C1P1,75,3
MAPKAPK2,0.1791420105603,R1C1P1,76,3
DYRK1A,0.16813069671335,R1C1P1,77,3
SgK307,0.163675884293248,R1C1P1,78,4
CK1[alpha],0.147520006363144,R1C1P1,79,4
PKA[alpha],0.146301788223826,R1C1P1,80,4
PKC[beta],0.1438755557577,R1C1P1,81,4
PKC[alpha],0.141462802430361,R1C1P1,82,4
mTOR/FRAP,0.141462802430361,R1C1P1,83,4
CDK3,0.120330794367946,R1C1P1,84,4
AurB/Aur1,0.118045028660399,R1C1P1,85,4
Pim1,0.109020403010311,R1C1P1,86,4
CHK1,0.10790539730952,R1C1P1,87,4
PKC[gamma],0.0990869322623309,R1C1P1,88,4
CHK2,0.0947439512515487,R1C1P1,89,4
CDKL1,0.0946284238173104,R1C1P1,90,4
CDKL3,0.0851281824599496,R1C1P1,91,4
PKC[zeta],0.0705810742857073,R1C1P1,92,4
SGK2,0.0594835150674328,R1C1P1,93,4
Pim3,0.051587034221399,R1C1P1,94,4
AMPK[alpha]1,0.0447934624580583,R1C1P1,95,4
DCAMKL1,0.0327467344671277,R1C1P1,96,4
CDK5,0.0213630516155257,R1C1P1,97,4
CDK9,0.0186344909214556,R1C1P1,98,4
PCTAIRE2,0.0105501823333082,R1C1P1,99,4
TNIK/ZC2,0.00877482871272445,R1C1P1,100,4
COT,0.00174066157630127,R1C1P1,101,4
DAPK1,8.6945871262889e-4,R1C1P1,102,4
CHK1,2.09691001300806,R1C1P2,1,1
Pim3,1.65757731917779,R1C1P2,2,1
Pim1,1.58502665202918,R1C1P2,3,1
CDKL3,1.49485002168009,R1C1P2,4,1
Pim2,1.31875876262441,R1C1P2,5,1
RSKL2,0.972463808775291,R1C1P2,6,1
PKC[theta],0.958607314841775,R1C1P2,7,1
PFTAIRE2,0.950781977329818,R1C1P2,8,1
PDK1,0.913640169325252,R1C1P2,9,1
PDHK1,0.866461091629782,R1C1P2,10,1
PKG1,0.785156151952302,R1C1P2,11,1
DAPK1,0.780018032039548,R1C1P2,12,1
CK2[alpha]1,0.774690718274137,R1C1P2,13,1
ADCK3,0.730487055782084,R1C1P2,14,1
MAPK14,0.72584215073632,R1C1P2,15,1
PAK1,0.721246399047171,R1C1P2,16,1
GSK3[beta],0.669586226650809,R1C1P2,17,1
CDK7,0.616184634019569,R1C1P2,18,1
PKC[zeta],0.616184634019569,R1C1P2,19,1
AlphaK1,0.605548319173784,R1C1P2,20,1
HGK/ZC1,0.552841968657781,R1C1P2,21,1
PKC[alpha],0.534617148551582,R1C1P2,22,1
RAF1,0.508638306165727,R1C1P2,23,1
mTOR/FRAP,0.503070351926785,R1C1P2,24,1
AurB/Aur1,0.503070351926785,R1C1P2,25,1
PKC[eta],0.494850021680094,R1C1P2,26,1
AurA/Aur2,0.492144128304169,R1C1P2,27,2
DAPK3,0.492144128304169,R1C1P2,28,2
CK1[delta],0.44855000202712503,R1C1P2,29,2
PKC[beta],0.443697499232713,R1C1P2,30,2
IKK[epsilon],0.431798275933005,R1C1P2,31,2
CDK6,0.408935392973501,R1C1P2,32,2
RSK3,0.374687549038326,R1C1P2,33,2
MSK1,0.372634143407267,R1C1P2,34,2
CDK3,0.370590400897281,R1C1P2,35,2
ERK5,0.368556230986828,R1C1P2,36,2
RSK1/p90RSK,0.354577730650908,R1C1P2,37,2
DCAMKL1,0.34576474905067,R1C1P2,38,2
CDK4,0.326058001365912,R1C1P2,39,2
IKK[beta],0.322393047279507,R1C1P2,40,2
ARAF,0.322393047279507,R1C1P2,41,2
BRAF,0.322393047279507,R1C1P2,42,2
Akt1/PKB[alpha],0.318758762624413,R1C1P2,43,2
SgK307,0.318758762624413,R1C1P2,44,2
PRKX,0.297569463554475,R1C1P2,45,2
CaMK4,0.295849483160201,R1C1P2,46,2
CDK2,0.292429823902064,R1C1P2,47,2
DYRK1A,0.281537214386,R1C1P2,48,2
PKC[epsilon],0.274088367704952,R1C1P2,49,2
CHK2,0.27083521030723,R1C1P2,50,2
CDKL5,0.255707721844756,R1C1P2,51,2
ATR,0.253365801062421,R1C1P2,52,2
NuaK1,0.230645285184459,R1C1P2,53,3
RSK2,0.230622673923862,R1C1P2,54,3
PKD1,0.218963061378868,R1C1P2,55,3
MAPKAPK2,0.217527375833714,R1C1P2,56,3
SGK2,0.210419287835575,R1C1P2,57,3
MSK2,0.20342566678957,R1C1P2,58,3
p38[delta],0.193820026016113,R1C1P2,59,3
PCTAIRE2,0.193820026016113,R1C1P2,60,3
SGK1,0.192464971931147,R1C1P2,61,3
CK1[epsilon],0.188424994129407,R1C1P2,62,3
AMPK[alpha]1,0.180456064458131,R1C1P2,63,3
CDK9,0.17134010346468,R1C1P2,64,3
PKN1/PRK1,0.170053304058364,R1C1P2,65,3
TBK1,0.159893905543242,R1C1P2,66,3
PKG2,0.153662887870195,R1C1P2,67,3
p38[gamma],0.151195298948196,R1C1P2,68,3
CDK10,0.1438755557577,R1C1P2,69,3
ERK1,0.140261433802853,R1C1P2,70,3
CDKL2,0.134896429512769,R1C1P2,71,3
PKA[alpha],0.130768280269024,R1C1P2,72,3
p38[beta],0.129673412592878,R1C1P2,73,3
PKC[delta],0.1249387366083,R1C1P2,74,3
COT,0.123782159408358,R1C1P2,75,3
PFTAIRE1,0.123205406769292,R1C1P2,76,3
Akt2/PKB[beta],0.118045028660399,R1C1P2,77,3
CDKL1,0.116347841273363,R1C1P2,78,4
CDK5,0.109020403010311,R1C1P2,79,4
TNIK/ZC2,0.108462900159915,R1C1P2,80,4
JNK2,0.103473782510445,R1C1P2,81,4
ICK,0.100179497572904,R1C1P2,82,4
ERK2,0.0904439707588247,R1C1P2,83,4
p70S6K,0.087246696328677,R1C1P2,84,4
CDC2/CDK1,0.0767559813697235,R1C1P2,85,4
ROCK2,0.0700947286283914,R1C1P2,86,4
CDK11,0.0695604052332999,R1C1P2,87,4
PKC[iota],0.0614802748235081,R1C1P2,88,4
CaMK2[alpha],0.0614802748235081,R1C1P2,89,4
ANP[alpha],0.0574958938319193,R1C1P2,90,4
CK1[alpha],0.0565054840938974,R1C1P2,91,4
PRKY,0.0535477349869269,R1C1P2,92,4
p70S6K[beta],0.0486624812040823,R1C1P2,93,4
GSK3[alpha],0.0438315695246367,R1C1P2,94,4
RSKL1,0.0409586076789064,R1C1P2,95,4
ROCK1,0.0400051616715838,R1C1P2,96,4
JNK1,0.0343280287798933,R1C1P2,97,4
JNK3,0.0343280287798933,R1C1P2,98,4
MAPKAPK3,0.0195421077238999,R1C1P2,99,4
ERK7,0.0177287669604316,R1C1P2,100,4
PKC[gamma],0.0168249279621871,R1C1P2,101,4
DAPK2,0.0159229660971692,R1C1P2,102,4
PKG1,1.92081875395238,R1C2P3,1,1
CaMK4,1.92081875395238,R1C2P3,2,1
AMPK[alpha]1,1.65757731917779,R1C2P3,3,1
mTOR/FRAP,1.55284196865778,R1C2P3,4,1
PKG2,1.52287874528034,R1C2P3,5,1
Akt1/PKB[alpha],1.2839966563652,R1C2P3,6,1
DAPK3,1.20760831050175,R1C2P3,7,1
IKK[beta],1.16749108729376,R1C2P3,8,1
p70S6K[beta],1.14266750356873,R1C2P3,9,1
RSK3,0.96657624451305,R1C2P3,10,1
Pim2,0.943095148663527,R1C2P3,11,1
PFTAIRE1,0.774690718274137,R1C2P3,12,1
CK2[alpha]1,0.75448733218585,R1C2P3,13,1
PRKX,0.749579997691106,R1C2P3,14,1
HGK/ZC1,0.744727494896694,R1C2P3,15,1
Pim1,0.698970004336019,R1C2P3,16,1
CDKL1,0.665546248849069,R1C2P3,17,1
CK1[epsilon],0.653647025549361,R1C2P3,18,1
TNIK/ZC2,0.619803838481528,R1C2P3,19,1
NuaK1,0.592091628132777,R1C2P3,20,1
Pim3,0.575118363368933,R1C2P3,21,1
MAPKAPK3,0.568636235841013,R1C2P3,22,1
Akt2/PKB[beta],0.565431095965801,R1C2P3,23,1
ERK7,0.552841968657781,R1C2P3,24,1
RSK1/p90RSK,0.537602002101044,R1C2P3,25,1
AurA/Aur2,0.517126416391246,R1C2P3,26,2
PFTAIRE2,0.508638306165727,R1C2P3,27,2
ARAF,0.497572880015567,R1C2P3,28,2
BRAF,0.492144128304169,R1C2P3,29,2
ATR,0.492144128304169,R1C2P3,30,2
RSKL2,0.469953408087766,R1C2P3,31,2
CDK10,0.460923901207223,R1C2P3,32,2
PKA[alpha],0.455931955649724,R1C2P3,33,2
PRKY,0.443697499232713,R1C2P3,34,2
IKK[epsilon],0.441291429466834,R1C2P3,35,2
PKC[zeta],0.42021640338319,R1C2P3,36,2
RAF1,0.417936637088291,R1C2P3,37,2
PKC[alpha],0.411168274405793,R1C2P3,38,2
PAK1,0.368556230986828,R1C2P3,39,2
MAPKAPK2,0.362510270487489,R1C2P3,40,2
CHK2,0.3585258894959,R1C2P3,41,2
PCTAIRE2,0.341035157335565,R1C2P3,42,2
PKD1,0.333482019445119,R1C2P3,43,2
PKC[iota],0.31695296176115,R1C2P3,44,2
DYRK1A,0.301907303182392,R1C2P3,45,2
DAPK1,0.296709473357338,R1C2P3,46,2
PKC[gamma],0.290730039024169,R1C2P3,47,2
PKC[beta],0.282329496997738,R1C2P3,48,2
PKC[eta],0.266000713461613,R1C2P3,49,2
CDK6,0.254925208417942,R1C2P3,50,3
CDK7,0.248720896016658,R1C2P3,51,3
p38[delta],0.221848749616356,R1C2P3,52,3
JNK2,0.218963061378868,R1C2P3,53,3
CK1[alpha],0.217527375833714,R1C2P3,54,3
CDK2,0.209011524911184,R1C2P3,55,3
CDK9,0.188424994129407,R1C2P3,56,3
PKC[theta],0.188424994129407,R1C2P3,57,3
ADCK3,0.18309616062434,R1C2P3,58,3
SGK1,0.177831920631982,R1C2P3,59,3
CaMK2[alpha],0.172630726946175,R1C2P3,60,3
p70S6K,0.163675884293248,R1C2P3,61,3
PKC[epsilon],0.163675884293248,R1C2P3,62,3
CDK11,0.151195298948196,R1C2P3,63,3
ROCK2,0.14998233804701,R1C2P3,64,3
AurB/Aur1,0.146301788223826,R1C2P3,65,3
SGK2,0.1438755557577,R1C2P3,66,3
PKC[delta],0.1249387366083,R1C2P3,67,3
CDK4,0.113509274827518,R1C2P3,68,3
CDK3,0.104577453960592,R1C2P3,69,3
JNK1,0.103473782510445,R1C2P3,70,3
JNK3,0.103473782510445,R1C2P3,71,3
ERK2,0.102372908709559,R1C2P3,72,3
AlphaK1,0.0981076192778292,R1C2P3,73,3
GSK3[alpha],0.0969100130080564,R1C2P3,74,4
MAPK14,0.0969100130080564,R1C2P3,75,4
ERK5,0.0904439707588247,R1C2P3,76,4
p38[gamma],0.0830199526796178,R1C2P3,77,4
p38[beta],0.0805024550771304,R1C2P3,78,4
TBK1,0.0788339493622613,R1C2P3,79,4
GSK3[beta],0.0716041477432862,R1C2P3,80,4
CDC2/CDK1,0.0624821079826534,R1C2P3,81,4
ANP[alpha],0.0535477349869269,R1C2P3,82,4
COT,0.0496351456238769,R1C2P3,83,4
CDKL5,0.0491553487770473,R1C2P3,84,4
CHK1,0.0486624812040823,R1C2P3,85,4
ROCK1,0.0447934624580583,R1C2P3,86,4
MSK2,0.0428718023231869,R1C2P3,87,4
ERK1,0.0400051616715838,R1C2P3,88,4
PKN1/PRK1,0.0400051616715838,R1C2P3,89,4
CDKL2,0.0400051616715838,R1C2P3,90,4
CDK5,0.0241088635982073,R1C2P3,91,4
DAPK2,0.0213630516155257,R1C2P3,92,4
SgK307,0.0105501823333082,R1C2P3,93,4
DCAMKL1,0.00966477766721741,R1C2P3,94,4
RSK2,0.00612308505878879,R1C2P3,95,4
MSK1,0.00436480540245009,R1C2P3,96,4
RSKL1,8.6945871262889e-4,R1C2P3,97,4
PKA[alpha],2.39794000867204,R1C2P4,1,1
PKG2,2.39794000867204,R1C2P4,2,1
PKG1,1.65757731917779,R1C2P4,3,1
PRKX,1.35654732351381,R1C2P4,4,1
CaMK2[alpha],1.26760624017703,R1C2P4,5,1
CDK4,1.06550154875643,R1C2P4,6,1
AurA/Aur2,0.97469413473523,R1C2P4,7,1
CDK6,0.958607314841775,R1C2P4,8,1
NuaK1,0.787820568704836,R1C2P4,9,1
CDK5,0.785156151952302,R1C2P4,10,1
CDK11,0.75448733218585,R1C2P4,11,1
p70S6K[beta],0.75448733218585,R1C2P4,12,1
ROCK2,0.728836308613013,R1C2P4,13,1
CK1[alpha],0.72584215073632,R1C2P4,14,1
PAK1,0.703334809738469,R1C2P4,15,1
ATR,0.669586226650809,R1C2P4,16,1
AMPK[alpha]1,0.661543506395395,R1C2P4,17,1
CDK9,0.649751981665837,R1C2P4,18,1
ADCK3,0.630784142589857,R1C2P4,19,1
CDC2/CDK1,0.568636235841013,R1C2P4,20,1
CK2[alpha]1,0.555955204081924,R1C2P4,21,1
ERK1,0.549750891680639,R1C2P4,22,1
PKC[alpha],0.537602002101044,R1C2P4,23,1
Akt1/PKB[alpha],0.528708288941061,R1C2P4,24,1
CK1[epsilon],0.522878745280338,R1C2P4,25,1
CDK3,0.517126416391246,R1C2P4,26,2
PKC[zeta],0.51427857351842,R1C2P4,27,2
DAPK3,0.511449283499556,R1C2P4,28,2
CDK7,0.455931955649724,R1C2P4,29,2
AurB/Aur1,0.455931955649724,R1C2P4,30,2
SgK307,0.453457336521869,R1C2P4,31,2
ERK5,0.42712839779952,R1C2P4,32,2
Akt2/PKB[beta],0.413412695328245,R1C2P4,33,2
ERK2,0.408935392973501,R1C2P4,34,2
PKC[delta],0.402304814074488,R1C2P4,35,2
JNK3,0.397940008672038,R1C2P4,36,2
JNK1,0.387216143280265,R1C2P4,37,2
p70S6K,0.364516253185088,R1C2P4,38,2
RSKL1,0.357545620691161,R1C2P4,39,2
MAPKAPK2,0.356547323513813,R1C2P4,40,2
SGK2,0.356547323513813,R1C2P4,41,2
ANP[alpha],0.348721986001856,R1C2P4,42,2
ROCK1,0.346787486224656,R1C2P4,43,2
PKN1/PRK1,0.322393047279507,R1C2P4,44,2
MAPK14,0.31695296176115,R1C2P4,45,2
CDK2,0.313363730737707,R1C2P4,46,2
DYRK1A,0.308092317009784,R1C2P4,47,2
PKC[iota],0.306273051076353,R1C2P4,48,2
RSK3,0.289036881004724,R1C2P4,49,2
CHK1,0.274088367704952,R1C2P4,50,3
HGK/ZC1,0.27083521030723,R1C2P4,51,3
PKC[eta],0.27083521030723,R1C2P4,52,3
PRKY,0.261219441515631,R1C2P4,53,3
MSK2,0.253365801062421,R1C2P4,54,3
CaMK4,0.248720896016658,R1C2P4,55,3
RSKL2,0.244191989715431,R1C2P4,56,3
CHK2,0.244125144327509,R1C2P4,57,3
mTOR/FRAP,0.238072161579471,R1C2P4,58,3
DAPK2,0.227740262046144,R1C2P4,59,3
CDK10,0.226213555018806,R1C2P4,60,3
BRAF,0.217527375833714,R1C2P4,61,3
Pim2,0.217527375833714,R1C2P4,62,3
ARAF,0.214670164989233,R1C2P4,63,3
p38[gamma],0.204815410317576,R1C2P4,64,3
PCTAIRE2,0.191114132640188,R1C2P4,65,3
PKC[epsilon],0.191114132640188,R1C2P4,66,3
PKC[beta],0.188424994129407,R1C2P4,67,3
DAPK1,0.185825973324048,R1C2P4,68,3
RSK2,0.177831920631982,R1C2P4,69,3
TNIK/ZC2,0.161803192866479,R1C2P4,70,3
p38[beta],0.156424658064927,R1C2P4,71,3
PKC[gamma],0.152427340857888,R1C2P4,72,3
DCAMKL1,0.151197041584059,R1C2P4,73,3
Pim1,0.148741651280925,R1C2P4,74,4
TBK1,0.1438755557577,R1C2P4,75,4
IKK[beta],0.139063379299906,R1C2P4,76,4
JNK2,0.139063379299906,R1C2P4,77,4
RSK1/p90RSK,0.137868620686963,R1C2P4,78,4
p38[delta],0.134303940083929,R1C2P4,79,4
MAPKAPK3,0.131943638176958,R1C2P4,80,4
ERK7,0.118045028660399,R1C2P4,81,4
IKK[epsilon],0.11690664142431,R1C2P4,82,4
PKD1,0.113509274827518,R1C2P4,83,4
CDKL5,0.111820869490686,R1C2P4,84,4
COT,0.110138278741812,R1C2P4,85,4
RAF1,0.100179497572904,R1C2P4,86,4
GSK3[alpha],0.0969100130080564,R1C2P4,87,4
CDKL2,0.0969100130080564,R1C2P4,88,4
PKC[theta],0.0883098412461389,R1C2P4,89,4
Pim3,0.0777937225609836,R1C2P4,90,4
GSK3[beta],0.058488567365597,R1C2P4,91,4
AlphaK1,0.0535488464905648,R1C2P4,92,4
CDKL1,0.0428718023231869,R1C2P4,93,4
PFTAIRE2,0.0259490972071227,R1C2P4,94,4
MSK1,0.0204516252959049,R1C2P4,95,4
PFTAIRE1,0.015472919840838,R1C2P4,96,4
SGK1,0.00174066157630127,R1C2P4,97,4
PKG1,2.22184874961636,R1C3P5,1,1
PRKX,2,R1C3P5,2,1
p70S6K,1.52287874528034,R1C3P5,3,1
Pim3,1.44369749923271,R1C3P5,4,1
p70S6K[beta],1.42021640338319,R1C3P5,5,1
PRKY,1.3767507096021,R1C3P5,6,1
PKC[eta],1.3767507096021,R1C3P5,7,1
PKC[zeta],1.3767507096021,R1C3P5,8,1
DAPK2,1.34775473611326,R1C3P5,9,1
PKA[alpha],1.2518119729938,R1C3P5,10,1
Pim2,1.16749108729376,R1C3P5,11,1
PKC[gamma],1.15490195998574,R1C3P5,12,1
PKG2,1.15490195998574,R1C3P5,13,1
Pim1,1.14266750356873,R1C3P5,14,1
SGK2,1.14266750356873,R1C3P5,15,1
Akt2/PKB[beta],1.11918640771921,R1C3P5,16,1
HGK/ZC1,1.05551732784983,R1C3P5,17,1
CaMK4,1,R1C3P5,18,1
Akt1/PKB[alpha],0.943095148663527,R1C3P5,19,1
PKC[beta],0.935542010773082,R1C3P5,20,1
PKC[iota],0.906578314837765,R1C3P5,21,1
SGK1,0.886056647693163,R1C3P5,22,1
PKC[delta],0.886056647693163,R1C3P5,23,1
IKK[epsilon],0.835647144215563,R1C3P5,24,1
RSKL2,0.812955921673591,R1C3P5,25,2
AMPK[alpha]1,0.812479279163537,R1C3P5,26,2
MAPKAPK3,0.7594507517174,R1C3P5,27,2
JNK2,0.730487055782084,R1C3P5,28,2
PKC[alpha],0.721246399047171,R1C3P5,29,2
PKC[epsilon],0.698970004336019,R1C3P5,30,2
RSK3,0.694648630553376,R1C3P5,31,2
RAF1,0.681936665037238,R1C3P5,32,2
GSK3[beta],0.661543506395395,R1C3P5,33,2
CDK10,0.653647025549361,R1C3P5,34,2
AurA/Aur2,0.609064892896621,R1C3P5,35,2
PKC[theta],0.609064892896621,R1C3P5,36,2
AurB/Aur1,0.602059991327962,R1C3P5,37,2
CK1[epsilon],0.58838029403677,R1C3P5,38,2
DAPK1,0.55759099382322,R1C3P5,39,2
mTOR/FRAP,0.531652669587843,R1C3P5,40,2
CK1[delta],0.503387728487455,R1C3P5,41,2
CHK1,0.492144128304169,R1C3P5,42,2
RSK2,0.471083299722345,R1C3P5,43,2
CK2[alpha]1,0.465973893943865,R1C3P5,44,2
NuaK1,0.46344889757554403,R1C3P5,45,2
PFTAIRE1,0.46344889757554403,R1C3P5,46,2
p38[beta],0.440002757243192,R1C3P5,47,2
GSK3[alpha],0.438898616350944,R1C3P5,48,2
CHK2,0.424812155072339,R1C3P5,49,3
ANP[alpha],0.415668775632469,R1C3P5,50,3
TBK1,0.413412695328245,R1C3P5,51,3
